codocorren,data,hora,mes,diaSemana,tipo,viaA,viaB,tipoenvolv,tipoAutomo,genero,idade,embriagado,vitima,obito,habilitado,ciclo,pavimentac,viaACod,viaATotal,viaAFxRola,viaBCod,viaBtotal,viaBFxRola,bairro,zona,longX,latY,intersecao,intersecaoCodA,intersecaoCodB,intersecaolongx,intersecaolaty,intersecaoCiclo
2019-292,2019-02-05,17:30,Fevereiro,terça-feira,abalroamento,Av.Ver.Nilo Simas,,"veículo,veículo","Caminhonete,Automóvel",masc.,30,0,0,0,1,ciclovia,Asfalto,892,20,12,NA,,,Cidade Nova,Área Urbana,-48.6955131,-26.92526646,Av.Ver.Nilo Simas-R.Edmundo Heusi Júnior,892,995,-48.69526808583827,-26.92557684898692,ciclovia
2019-299,2019-02-06,19:50,Fevereiro,quarta-feira,colisão,R.Agílio Cunha,R.Manoel Cardozo,"veículo,veículo","Automóvel,Automóvel","masc.,masc.","20,52",0,0,0,1,ciclofaixa,Asfalto,894,15,10,975,10,7,Cidade Nova,Área Urbana,-48.69516128,-26.92633959,R.Agílio Cunha-R.Manoel Cardozo,894,975,-48.695158544402716,-26.926337955447856,ciclovia
2019-21,2019-01-03,20:10,Janeiro,quinta-feira,engavetamento,R.Pedro Salles dos Santos,Av.Osvaldo Reis,"veículo,veículo,veículo","Automóvel,Automóvel,Automóvel","masc.,fem.,fem.","23,36,18",0,0,0,1,ciclovia,Lajota,747,12,8,586,34,21,Fazendinha,Área Urbana,-48.64424182,-26.93053066,Av.Osvaldo Reis-R.Pedro Salles dos Santos,586,747,-48.64424831359977,-26.930716358228185,compartilhado
2019/32,2019-01-04,21:30,Janeiro,sexta-feira,engavetamento,Av.Osvaldo Reis,,"veículo,veículo,veículo","Automóvel,Automóvel,Automóvel","masc.,masc.,fem.","33,26,42",0,1,0,1,ciclovia,Asfalto,586,34,21,NA,,,Fazendinha,Área Urbana,-48.64413792,-26.93076548,Av.Osvaldo Reis-R.Pedro Salles dos Santos,586,747,-48.64424831359977,-26.930716358228185,compartilhado
2019-470,2019-02-26,15:30,Fevereiro,terça-feira,colisão,Av.Osvaldo Reis,,"veículo,veículo","Automóvel,Automóvel","fem.,fem.","26,41",0,0,0,1,ciclovia,Asfalto,586,34,21,NA,,,Fazendinha,Área Urbana,-48.64411862,-26.93074874,Av.Osvaldo Reis-R.Pedro Salles dos Santos,586,747,-48.64424831359977,-26.930716358228185,compartilhado
2019-704,2019-03-22,17:20,Março,sexta-feira,engavetamento,Av.Osvaldo Reis,,"veículo,veículo,veículo","Automóvel,Automóvel,Motocicleta","fem.,masc.","42,54",0,0,0,1,ciclovia,Asfalto,586,34,21,NA,,,Fazendinha,Área Urbana,-48.64427632,-26.93096141,Av.Osvaldo Reis-R.Pedro Salles dos Santos,586,747,-48.64424831359977,-26.930716358228185,compartilhado
2019-254,2019-01-03,07:50,Janeiro,quinta-feira,engavetamento,Av.Osvaldo Reis,,"veículo,veículo,veículo","Automóvel,Automóvel,Automóvel","fem.,fem.","27,29",0,0,0,1,ciclovia,Asfalto,586,34,21,NA,,,Fazendinha,Área Urbana,-48.6473179,-26.92622537,Av.Osvaldo Reis-R.Ver.Milton Ribeiro da Luz,586,710,-48.6477163328062,-26.925911668110494,ciclovia
2019-327,2019-02-10,14:20,Fevereiro,domingo,colisão,Av.Osvaldo Reis,,"veículo,veículo","Automóvel,Automóvel",masc.,30,0,0,0,1,ciclovia,Asfalto,586,34,21,NA,,,Fazendinha,Área Urbana,-48.64780291,-26.92586995,Av.Osvaldo Reis-R.Ver.Milton Ribeiro da Luz,586,710,-48.6477163328062,-26.925911668110494,ciclovia
2019-791,2019-04-02,18:50,Abril,terça-feira,colisão,Av.Osvaldo Reis,,"veículo,veículo","Camioneta,Automóvel","fem.,fem.","38,41",0,0,0,1,ciclovia,Asfalto,586,34,21,NA,,,Fazendinha,Área Urbana,-48.64747701,-26.92625111,Av.Osvaldo Reis-R.Ver.Milton Ribeiro da Luz,586,710,-48.6477163328062,-26.925911668110494,ciclovia
2019-22,2019-01-04,07:50,Janeiro,sexta-feira,colisão,Av.Ver.Abrahão João Francisco,,"veículo,veículo","Automóvel,Caminhão","masc.,masc.","43,48",0,0,0,1,ciclovia,Asfalto,265,"29,4","16,4",NA,,,Carvalho,Área Urbana,-48.68843253,-26.93189488,Av.Ver.Abrahão João Francisco-R.Francisco Rodrigues Pereira,265,881,-48.68867166161428,-26.931399372568603,ciclovia
2019-310,2019-02-07,18:20,Fevereiro,quinta-feira,colisão,Av.Ver.Abrahão João Francisco,,"veículo,veículo","Caminhonete,Automóvel","fem.,fem.","33,24",0,0,0,1,ciclovia,Asfalto,265,"29,4","16,4",NA,,,Carvalho,Área Urbana,-48.68834519,-26.93181289,Av.Ver.Abrahão João Francisco-R.Francisco Rodrigues Pereira,265,881,-48.68867166161428,-26.931399372568603,ciclovia
2019-485,2019-02-27,12:42,Fevereiro,quarta-feira,engavetamento,Av.Ver.Abrahão João Francisco,,"veículo,veículo,veículo","Automóvel,Automóvel,Automóvel","masc.,masc.,masc.","21,34,46",0,0,0,1,ciclovia,Asfalto,265,"29,4","16,4",NA,,,Carvalho,Área Urbana,-48.6939788,-26.93579579,Av.Ver.Abrahão João Francisco-R.João Dalmolin,265,1480,-48.694034950676006,-26.93583416391369,ciclovia
2019-908,2019-04-16,17:00,Abril,terça-feira,colisão,Av.Ver.Abrahão João Francisco,R.Erna Hoier Corrêa,"veículo,veículo","Motocicleta,Automóvel","masc.,fem.","35,27",0,0,0,1,ciclovia,Asfalto,265,"29,4","16,4",878,10,7,Carvalho,Área Urbana,-48.69387367,-26.93555614,Av.Ver.Abrahão João Francisco-R.João Dalmolin,265,1480,-48.694034950676006,-26.93583416391369,ciclovia
2019-46/76,2019-01-07,16:30,Janeiro,segunda-feira,colisão,Av.Ver.Abrahão João Francisco,R.José Siqueira,"veículo,veículo","Automóvel,Motocicleta","fem.,masc.","50,50",0,1,0,1,ciclovia,Asfalto,265,"29,4","16,4",543,25,19,Carvalho,Área Urbana,-48.67691943,-26.92414238,Av.Ver.Abrahão João Francisco-R.José Siqueira,265,543,-48.67701277367245,-26.923903765000077,ciclovia
2019-261,2019-02-03,12:00,Fevereiro,domingo,colisão,Av.Ver.Abrahão João Francisco,R.José Siqueira,"veículo,veículo","Automóvel,Automóvel","fem.,masc.","25,62",0,0,0,1,ciclovia,Asfalto,265,"29,4","16,4",543,25,19,Carvalho,Área Urbana,-48.67694642,-26.92421176,Av.Ver.Abrahão João Francisco-R.José Siqueira,265,543,-48.67701277367245,-26.923903765000077,ciclovia
2019-298,2019-02-06,18:30,Fevereiro,quarta-feira,colisão,Av.Ver.Abrahão João Francisco,R.José Siqueira,"veículo,veículo","Automóvel,Caminhonete",masc.,30,0,0,0,1,ciclovia,Asfalto,265,"29,4","16,4",543,25,19,Carvalho,Área Urbana,-48.67693653,-26.92401823,Av.Ver.Abrahão João Francisco-R.José Siqueira,265,543,-48.67701277367245,-26.923903765000077,ciclovia
2019-300,2019-02-07,07:50,Fevereiro,quinta-feira,colisão,Av.Ver.Abrahão João Francisco,,"veículo,veículo","Caminhonete,Camioneta","masc.,masc.","28,31",0,0,0,1,ciclovia,Asfalto,265,"29,4","16,4",NA,,,Carvalho,Área Urbana,-48.67727307,-26.92441424,Av.Ver.Abrahão João Francisco-R.José Siqueira,265,543,-48.67701277367245,-26.923903765000077,ciclovia
2019-413,2019-02-20,10:30,Fevereiro,quarta-feira,colisão,R.José Siqueira,Av.Ver.Abrahão João Francisco,"veículo,veículo","Automóvel,Automóvel","fem.,fem.","53,29",0,0,0,1,ciclovia,Asfalto,543,25,19,265,"29,4","16,4",Ressacada,Área Urbana,-48.67687982,-26.92417892,Av.Ver.Abrahão João Francisco-R.José Siqueira,265,543,-48.67701277367245,-26.923903765000077,ciclovia
2019-431/450,2019-02-21,19:40,Fevereiro,quinta-feira,abalroamento,R.José Siqueira,Av.Ver.Abrahão João Francisco,"veículo,veículo","Ônibus,Automóvel","masc.,masc.","41,35",0,0,0,1,ciclovia,Asfalto,543,25,19,265,"29,4","16,4",Ressacada,Área Urbana,-48.67684326,-26.92414602,Av.Ver.Abrahão João Francisco-R.José Siqueira,265,543,-48.67701277367245,-26.923903765000077,ciclovia
2019-449,2019-02-25,08:10,Fevereiro,segunda-feira,colisão,Av.Ver.Abrahão João Francisco,R.José Siqueira,"veículo,veículo","Automóvel,Automóvel","masc.,masc.","42,30",0,0,0,1,ciclovia,Asfalto,265,"29,4","16,4",543,25,19,Carvalho,Área Urbana,-48.67689237,-26.92390285,Av.Ver.Abrahão João Francisco-R.José Siqueira,265,543,-48.67701277367245,-26.923903765000077,ciclovia
2019-486,2019-02-27,13:30,Fevereiro,quarta-feira,colisão,R.José Siqueira,Av.Ver.Abrahão João Francisco,"veículo,veículo","Automóvel,Automóvel",masc.,39,0,0,0,1,ciclovia,Asfalto,543,25,19,265,"29,4","16,4",Ressacada,Área Urbana,-48.67695814,-26.92390915,Av.Ver.Abrahão João Francisco-R.José Siqueira,265,543,-48.67701277367245,-26.923903765000077,ciclovia
2019-543,2019-03-06,16:49,Março,quinta-feira,colisão,Av.Ver.Abrahão João Francisco,R.José Siqueira,"veículo,veículo","Automóvel,Caminhão",fem.,43,0,0,0,1,compartilhado,Asfalto,1111,27,14,1161,18,10,Cordeiros,Área Urbana,-48.67697514,-26.92417995,Av.Ver.Abrahão João Francisco-R.José Siqueira,265,543,-48.67701277367245,-26.923903765000077,ciclovia
2019-741,2019-03-27,14:30,Março,quarta-feira,colisão,Av.Ver.Abrahão João Francisco,,"veículo,veículo","Automóvel,Automóvel","masc.,fem.","39,35",0,0,0,1,ciclovia,Asfalto,265,"29,4","16,4",NA,,,Carvalho,Área Urbana,-48.67714731,-26.92436061,Av.Ver.Abrahão João Francisco-R.José Siqueira,265,543,-48.67701277367245,-26.923903765000077,ciclovia
2019-885,2019-04-13,16:30,Abril,sábado,colisão,Av.Ver.Abrahão João Francisco,R.José Siqueira,"veículo,veículo","Automóvel,Automóvel","masc.,fem.","60,29",0,0,0,1,ciclovia,Asfalto,265,"29,4","16,4",543,25,19,Carvalho,Área Urbana,-48.67683737,-26.92416183,Av.Ver.Abrahão João Francisco-R.José Siqueira,265,543,-48.67701277367245,-26.923903765000077,ciclovia
2019-356,2019-02-13,16:20,Fevereiro,quarta-feira,colisão,R.José Mariano Furtado,R.Érico Veríssimo,"veículo,veículo","Automóvel,Caminhonete","fem.,masc.","34,23",0,0,0,1,,Lajota,539,12,8,95,14,9,Dom Bosco,Área Urbana,-48.67910859,-26.92441467,R.Exp.Carlos Costa-R.José Mariano Furtado,536,539,-48.67915318786778,-26.92458807301727,ciclovia
2019-290,2019-02-06,13:55,Fevereiro,quarta-feira,colisão,R.Jassão dos Santos,,"veículo,veículo,veículo","Automóvel,Caminhão Trator,Semireboque",masc.,67,0,0,0,1,,Misto (Asfalto/Lajota),165,8,5,NA,,,São João,Área Urbana,-48.69264147,-26.91311469,Av.Gov.Adolfo Konder-R.Agílio Cunha,164,894,-48.6930240112497,-26.913277027232855,ciclofaixa
2019-774,2019-03-31,12:45,Março,domingo,colisão,Av.Gov.Adolfo Konder,R.Agílio Cunha,"veículo,veículo","Camioneta,Automóvel",masc.,63,0,0,0,1,ciclofaixa,Asfalto,164,30,17,894,15,10,Cidade Nova,Área Urbana,-48.69330393,-26.91347521,Av.Gov.Adolfo Konder-R.Agílio Cunha,164,894,-48.6930240112497,-26.913277027232855,ciclofaixa
2019-135,2019-01-11,20:00,Janeiro,sexta-feira,colisão,R.Das Violetas,,"ciclista,veículo",Automóvel,"fem.,masc.","17,37",0,1,0,1,,Asfalto,909,12,8,NA,,,Cidade Nova,Área Urbana,-48.69319115,-26.91813758,R.Agílio Cunha-R.Das Violetas,894,909,-48.693594229726415,-26.91807894261432,ciclofaixa
2019-487,2019-02-27,15:15,Fevereiro,quarta-feira,colisão,R.Das Violetas,R.Agílio Cunha,"veículo,veículo","Automóvel,Automóvel",fem.,30,0,0,0,1,ciclofaixa,Asfalto,909,12,8,894,15,10,Cidade Nova,Área Urbana,-48.69366135,-26.91809343,R.Agílio Cunha-R.Das Violetas,894,909,-48.693594229726415,-26.91807894261432,ciclofaixa
2019-592,2019-03-12,11:45,Março,terça-feira,abalroamento,R.Agílio Cunha,R.Das Violetas,"veículo,veículo","Automóvel,Automóvel","masc.,fem.","23,38",0,0,0,1,ciclofaixa,Asfalto,894,15,10,909,12,8,Cidade Nova,Área Urbana,-48.69357491,-26.91809564,R.Agílio Cunha-R.Das Violetas,894,909,-48.693594229726415,-26.91807894261432,ciclofaixa
2019-296,2019-02-07,14:30,Fevereiro,quinta-feira,colisão,R.Palmir Francisco Dias,,"veículo,veículo","Automóvel,Automóvel",fem.,41,0,0,0,1,,Asfalto,949,10,7,NA,,,Cidade Nova,Área Urbana,-48.69389874,-26.92283589,R.Agílio Cunha-R.Palmir Francisco Dias,894,949,-48.6938437274696,-26.922879665608022,ciclofaixa
2019-679,2019-03-21,07:40,Março,quinta-feira,colisão,R.Agílio Cunha,R.Maria Verena Heil,"veículo,veículo","Automóvel,Automóvel","fem.,masc.","35,19",0,0,0,1,ciclofaixa,Asfalto,894,15,10,947,10,7,Cidade Nova,Área Urbana,-48.69401655,-26.92179616,R.Agílio Cunha-R.Agílio Cunha,894,894,-48.69398395028103,-26.921754523128584,ciclofaixa
2019-129,2019-01-19,14:00,Janeiro,sábado,colisão,R.Agílio Cunha,R.José Domingos Machado,"veículo,veículo","Automóvel,Automóvel","masc.,fem.","31,25",0,0,0,1,ciclofaixa,Asfalto,894,15,10,953,10,7,Cidade Nova,Área Urbana,-48.69426284,-26.92415705,R.Agílio Cunha-R.José Domingos Machado,894,953,-48.69423372943685,-26.92418882814425,ciclofaixa
2019-779,2019-01-28,17:30,Janeiro,segunda-feira,atropelamento,R.Agílio Cunha,,"ciclista,veículo",Motocicleta,fem.,70,0,1,0,0,ciclofaixa,Asfalto,894,15,10,NA,,,Cidade Nova,Área Urbana,-48.69353959,-26.91667168,R.Agílio Cunha-R.Das Petúnias,894,910,-48.69347124901287,-26.916561288741924,ciclofaixa
2019-188,2019-01-26,13:00,Janeiro,sábado,colisão,R.Agílio Cunha,,"veículo,veículo",Motocicleta,"masc.,masc.","30,42",0,1,0,1,ciclofaixa,Asfalto,894,15,10,NA,,,Cidade Nova,Área Urbana,-48.69338783,-26.91553454,R.Agílio Cunha-R.Sidney Schulze,894,904,-48.693417137498926,-26.915561205092285,ciclofaixa
2019-302,2019-02-08,12:00,Fevereiro,sexta-feira,colisão,R.Agílio Cunha,,"veículo,veículo","Automóvel,Motocicleta",masc.,58,0,0,0,1,ciclofaixa,Asfalto,894,15,10,NA,,,Cidade Nova,Área Urbana,-48.69428021,-26.92513268,R.Agílio Cunha-R.Mario Ferrari,894,967,-48.6941915984683,-26.92526025314698,ciclofaixa
2019-280,2019-01-28,11:36,Janeiro,segunda-feira,atropelamento,Av.Gov.Adolfo Konder,,"ciclista,veículo",Motocicleta,masc.,19,0,1,0,0,ciclovia,Asfalto,164,30,17,NA,,,Cidade Nova,Área Urbana,-48.68576179,-26.91093664,Av.Gov.Adolfo Konder-R.Otto Hoier,164,893,-48.68602862545481,-26.91100303428564,ciclovia
2019-359,2019-02-13,16:00,Fevereiro,quarta-feira,choque - poste,Av.Gov.Adolfo Konder,,veículo,Caminhão,masc.,26,0,0,0,1,ciclovia,Asfalto,164,30,17,NA,,,Cidade Nova,Área Urbana,-48.68538714,-26.91085044,Av.Gov.Adolfo Konder-R.Otto Hoier,164,893,-48.68602862545481,-26.91100303428564,ciclovia
2019-769,2019-03-30,20:40,Março,sábado,colisão,Av.Gov.Adolfo Konder,,"veículo,veículo","Automóvel,Caminhonete","masc.,masc.","25,35",0,0,0,1,ciclovia,Asfalto,164,30,17,NA,,,Cidade Nova,Área Urbana,-48.68670229,-26.91106933,Av.Gov.Adolfo Konder-R.Otto Hoier,164,893,-48.68602862545481,-26.91100303428564,ciclovia
2019-94,2019-04-25,07:20,Abril,quinta-feira,choque,Av.Gov.Adolfo Konder,,"veículo,veículo","Caminhão_Trator,Semireboque","masc.,masc.","32,32",0,0,0,1,ciclovia,Asfalto,164,30,17,NA,,,Cidade Nova,Área Urbana,-48.6864911,-26.91099201,Av.Gov.Adolfo Konder-R.Otto Hoier,164,893,-48.68602862545481,-26.91100303428564,ciclovia
2019-364,2019-02-14,16:20,Fevereiro,quinta-feira,colisão,Av.Gov.Adolfo Konder,,"veículo,veículo","Automóvel,Caminhão","masc.,masc.","28,27",0,0,0,1,ciclovia,Asfalto,164,30,17,NA,,,Cidade Nova,Área Urbana,-48.69067756,-26.91249322,Av.Gov.Adolfo Konder-R.Otávio Cesário Pereira,164,51,-48.690758901651925,-26.91250643887766,ciclovia
2019-394,2019-02-18,17:25,Fevereiro,segunda-feira,colisão,Av.Gov.Adolfo Konder,,"veículo,veículo","Automóvel,Caminhonete","masc.,masc.","31,31",0,0,0,1,ciclovia,Asfalto,164,30,17,NA,,,Cidade Nova,Área Urbana,-48.69103461,-26.91266965,Av.Gov.Adolfo Konder-R.Otávio Cesário Pereira,164,51,-48.690758901651925,-26.91250643887766,ciclovia
2019-568,2019-03-10,23:20,Março,domingo,abalroamento,R.Otávio Cesário Pereira,,"veículo,veículo","Automóvel,Automóvel","masc.,masc.","36,31",0,0,0,1,,Asfalto,51,12,8,NA,,,São Vicente,Área Urbana,-48.69075295,-26.91211325,Av.Gov.Adolfo Konder-R.Otávio Cesário Pereira,164,51,-48.690758901651925,-26.91250643887766,ciclovia
2019-690,2019-03-21,08:40,Março,quinta-feira,colisão,Av.Gov.Adolfo Konder,,"veículo,veículo,veículo","Automóvel,Caminhão Trator,Semireboque","masc.,masc.,masc.","44,41,41",0,0,0,1,ciclovia,Asfalto,164,30,17,NA,,,Cidade Nova,Área Urbana,-48.69865457,-26.91502201,Av.Gov.Adolfo Konder-R.Aldo Silva,164,923,-48.698227609652164,-26.914868704080085,ciclovia
2019-50,2019-01-08,14:15,Janeiro,terça-feira,outros,Av.Gov.Adolfo Konder,,veículo,Automóvel,fem.,37,0,0,0,1,ciclovia,Asfalto,164,30,17,NA,,,Cidade Nova,Área Urbana,-48.69389368,-26.91362009,Av.Gov.Adolfo Konder-R.Luiz Lopes Gonzaga,164,50,-48.694336574451754,-26.91362591349769,ciclovia
2019-247,2019-01-31,22:00,Janeiro,quinta-feira,engavetamento,Av.Gov.Adolfo Konder,,"veículo,veículo,veículo","Automóvel,Automóvel,Automóvel","fem.,masc.,masc.","27,41,35",0,0,0,1,ciclovia,Asfalto,164,30,17,NA,,,Cidade Nova,Área Urbana,-48.69490509,-26.91384222,Av.Gov.Adolfo Konder-R.Luiz Lopes Gonzaga,164,50,-48.694336574451754,-26.91362591349769,ciclovia
2019-348,2019-02-11,19:45,Fevereiro,segunda-feira,colisão,Av.Gov.Adolfo Konder,R.Luiz Lopes Gonzaga,"veículo,ciclista",Motoneta,"fem.,fem.","33,17",0,1,0,1,ciclovia,Asfalto,164,30,17,50,"13,2","9,2",Cidade Nova,Área Urbana,-48.69398287,-26.91349459,Av.Gov.Adolfo Konder-R.Luiz Lopes Gonzaga,164,50,-48.694336574451754,-26.91362591349769,ciclovia
2019-403,2019-02-19,14:00,Fevereiro,terça-feira,colisão,Av.Gov.Adolfo Konder,,"veículo,veículo","Automóvel,Automóvel",masc.,56,0,0,0,1,ciclovia,Asfalto,164,30,17,NA,,,Cidade Nova,Área Urbana,-48.69404879,-26.9136741,Av.Gov.Adolfo Konder-R.Luiz Lopes Gonzaga,164,50,-48.694336574451754,-26.91362591349769,ciclovia
2019-807,2019-04-03,09:10,Abril,quarta-feira,colisão,Av.Gov.Adolfo Konder,,"veículo,veículo","Caminhonete,Caminhonete",masc.,57,0,0,0,1,ciclovia,Asfalto,164,30,17,NA,,,Cidade Nova,Área Urbana,-48.69423443,-26.91373414,Av.Gov.Adolfo Konder-R.Luiz Lopes Gonzaga,164,50,-48.694336574451754,-26.91362591349769,ciclovia
2019-947,2019-04-22,15:00,Abril,segunda-feira,colisão,Av.Gov.Adolfo Konder,,"veículo,veículo","Automóvel,Caminhonete","masc.,masc.","20,61",0,0,0,1,ciclovia,Asfalto,164,30,17,NA,,,Cidade Nova,Área Urbana,-48.69402079,-26.91367467,Av.Gov.Adolfo Konder-R.Luiz Lopes Gonzaga,164,50,-48.694336574451754,-26.91362591349769,ciclovia
2019-1039,2019-04-23,07:10,Abril,terça-feira,outros,Av.Gov.Adolfo Konder,,veículo,Motocicleta,fem.,31,0,1,0,1,ciclovia,Asfalto,164,30,17,NA,,,Cidade Nova,Área Urbana,-48.6941248,-26.91364563,Av.Gov.Adolfo Konder-R.Luiz Lopes Gonzaga,164,50,-48.694336574451754,-26.91362591349769,ciclovia
2019-1011,2019-04-30,08:01,Abril,terça-feira,abalroamento,Av.Gov.Adolfo Konder,,"veículo,veículo,veículo","Caminhão_Trator,Semireboque,Automóvel","masc.,masc.,masc.","62,62,51",0,0,0,1,ciclovia,Asfalto,164,30,17,NA,,,Cidade Nova,Área Urbana,-48.6943818,-26.91374727,Av.Gov.Adolfo Konder-R.Luiz Lopes Gonzaga,164,50,-48.694336574451754,-26.91362591349769,ciclovia
2019-346,2019-02-12,13:15,Fevereiro,terça-feira,colisão,R.Indaial,R.José Francisco Reis,"veículo,veículo","Camioneta,Automóvel","masc.,fem.","48,44",0,0,0,1,,Asfalto,227,17,11,1318,10,7,Dom Bosco,Área Urbana,-48.67740523,-26.909567,R.Santo Antônio-R.Indaial,504,227,-48.677450882321004,-26.90971923818472,ciclofaixa
2019-566,2019-03-10,18:15,Março,domingo,colisão,R.Bel.Clito César Rebello,R.José Pereira Liberato,"veículo,veículo","Automóvel,Automóvel","masc.,masc.","28,21",0,0,0,1,,Asfalto,524,10,7,159,"12,5","8,5",São Judas,Área Urbana,-48.68070273,-26.91064641,R.Bel.Clito César Rebello-R.Luciano Pinheiro da Silva,524,521,-48.68070867167229,-26.910633384486296,ciclofaixa
2019-550,2019-03-08,08:29,Março,sexta-feira,colisão,R.Emília dos Santos,,"veículo,veículo,veículo,veículo","Automóvel,Automóvel,Automóvel,Automóvel","masc.,masc.,masc.","52,23,42",0,0,0,1,,Paralelepípedo,237,"12,5","8,5",NA,,,São João,Área Urbana,-48.67808353,-26.90319178,R.Emília dos Santos-R.Indaial,237,227,-48.67774339564036,-26.902992364413866,ciclofaixa
2019-630,2019-03-15,18:00,Março,sexta-feira,colisão,R.Emília dos Santos,R.Indaial,"veículo,veículo","Automóvel,Caminhão",fem.,42,0,0,0,1,,Paralelepípedo,237,"12,5","8,5",227,17,11,São João,Área Urbana,-48.67786376,-26.90313902,R.Emília dos Santos-R.Indaial,237,227,-48.67774339564036,-26.902992364413866,ciclofaixa
2019-279/355,2019-02-05,08:20,Fevereiro,terça-feira,abalroamento,R.Felipe Reiser,R.Benjamin Franklin Pereira,"veículo,veículo,veículo","Automóvel,Caminhão Trator,Semireboque","fem.,masc.,masc.","28,28,28",0,0,0,1,ciclofaixa,Asfalto,235,"12,5","8,5",223,"15,2","11,4",São João,Área Urbana,-48.67070681,-26.90262336,R.Ver.Claudino José Francisco Pacheco-Av.Irineu Bornhausen,236,161,-48.67055845059727,-26.902403701971867,ciclofaixa
2019-352,2019-02-14,16:30,Fevereiro,quinta-feira,abalroamento,R.Felipe Reiser,Av.Irineu Bornhausen,"veículo,veículo","Automóvel,Caminhão Trator","masc.,masc.","56,43",0,0,0,1,ciclofaixa,Asfalto,235,"12,5","8,5",161,15,9,São João,Área Urbana,-48.67076626,-26.90256951,R.Ver.Claudino José Francisco Pacheco-Av.Irineu Bornhausen,236,161,-48.67055845059727,-26.902403701971867,ciclofaixa
2019-683,2019-03-21,07:50,Março,quinta-feira,colisão,Av.Irineu Bornhausen,,"veículo,veículo,veículo","Caminhão_Trator,Caminhão Trator,Semireboque",masc.,34,0,0,0,1,,Asfalto,161,15,9,NA,,,Centro,Área Urbana,-48.67051607,-26.90263142,R.Ver.Claudino José Francisco Pacheco-Av.Irineu Bornhausen,236,161,-48.67055845059727,-26.902403701971867,ciclofaixa
2019-836,2019-03-26,19:44,Março,terça-feira,colisão,R.Benjamin Franklin Pereira,,"veículo,veículo,veículo","Camioneta,Caminhão Trator,Semireboque",masc.,43,0,0,0,1,,Asfalto,223,"15,2","11,4",NA,,,São João,Área Urbana,-48.67003825,-26.90200393,R.Ver.Claudino José Francisco Pacheco-Av.Irineu Bornhausen,236,161,-48.67055845059727,-26.902403701971867,ciclofaixa
2019-781,2019-04-01,15:00,Abril,segunda-feira,colisão,Av.Irineu Bornhausen,,"veículo,veículo","Automóvel,Motoneta","masc.,fem.","66,40",0,1,0,1,,Asfalto,161,15,9,NA,,,Centro,Área Urbana,-48.67104224,-26.9024925,R.Ver.Claudino José Francisco Pacheco-Av.Irineu Bornhausen,236,161,-48.67055845059727,-26.902403701971867,ciclofaixa
2019-792,2019-04-03,07:40,Abril,quarta-feira,colisão,R.Benjamin Franklin Pereira,Av.Irineu Bornhausen,"veículo,veículo","Automóvel,Automóvel","masc.,masc.","59,32",0,0,0,1,,Asfalto,223,"15,2","11,4",161,15,9,São João,Área Urbana,-48.67070617,-26.90268443,R.Ver.Claudino José Francisco Pacheco-Av.Irineu Bornhausen,236,161,-48.67055845059727,-26.902403701971867,ciclofaixa
2019-930,2019-04-20,09:45,Abril,sábado,colisão,R.Benjamin Franklin Pereira,Av.Irineu Bornhausen,"veículo,veículo","Automóvel,Motocicleta","masc.,masc.","50,32",0,0,0,1,,Asfalto,223,"15,2","11,4",161,15,9,São João,Área Urbana,-48.67069416,-26.90256799,R.Ver.Claudino José Francisco Pacheco-Av.Irineu Bornhausen,236,161,-48.67055845059727,-26.902403701971867,ciclofaixa
